rank,content_id,decline_score,reason_code,action_label,avg_position,engagement_rate,ctr,days_since_last_update,word_count,is_declining_label
14608,content_e5f42a071ed2,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,4369.0,0
14609,content_3b6c23dcf568,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.0,0.0,0.05,13,2556.0,1
14610,content_4b7a721bc15c,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.8,0.0,0.0,20,2490.0,1
14611,content_010b9063e59e,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.9,0.0,0.09,7,2939.0,0
14612,content_3d5c5db1d307,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,13.3,0.0,0.0,28,3348.0,1
14613,content_cebda006c26d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,14.5,0.0,0.0,20,3372.0,1
14614,content_66f9b795814c,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1642.0,0
14615,content_437ecf43c004,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.8,0.0,0.0,8,2970.0,1
14616,content_544f93b4af35,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,828.0,0
14617,content_5b67ac63c214,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.6,0.0,0.02,22,,0
14618,content_f3bf5d804560,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,887.0,0
14619,content_f6bf66378677,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.7,0.0,0.0,20,2531.0,1
14620,content_2244e03153bb,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,11.2,0.0,0.0,8,3311.0,1
14621,content_3b14252ff019,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.7,0.0,0.0,8,3712.0,1
14622,content_1a5295d1b61a,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.7,0.0,0.0,22,,1
14623,content_fa90be010d1b,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.2,0.0,0.0,20,3976.0,1
14624,content_321383d0e9cf,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1878.0,0
14625,content_5547b9aff1b0,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.3,0.0,0.0,20,1507.0,0
14626,content_d1a08ef06423,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.0,0.0,0.0,20,2706.0,0
14627,content_2ccae1f5c902,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.6,0.0,0.0,20,2677.0,0
14628,content_1f95a09dd633,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.5,0.0,0.0,20,1367.0,0
14629,content_ffac07ce1b68,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.4,0.0,0.0,20,2520.0,0
14630,content_f90b587dff61,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,13.9,0.0,0.0,8,3314.0,1
14631,content_fb40eae3b3a4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,1.0,0.0,0.0,20,1356.0,1
14632,content_77a1504fcf76,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,3.9,0.0,0.0,20,2622.0,1
14633,content_202745d3f756,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,3709.0,0
14634,content_cbb55a6e67e4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.2,0.0,0.0,20,3653.0,1
14635,content_e5fcf408d60d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.6,0.0,0.0,14,2926.0,0
14636,content_cd050ee10f95,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,14.8,0.0,0.0,8,3030.0,1
14637,content_3232717abca2,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.1,0.0,0.0,20,3846.0,0
14638,content_0934cd438dd6,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,3217.0,0
14639,content_ee84004f95e9,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.7,0.0,0.0,20,2737.0,0
14640,content_3a4be4271461,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.3,0.0,0.0,20,,0
14641,content_55334a304705,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,6,1064.0,0
14642,content_6e17dbac0491,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.6,0.0,0.0,8,3844.0,1
14643,content_3babe636da1f,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,3164.0,0
14644,content_5a8e05f3ecf6,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,6,4447.0,0
14645,content_cfbb81c693df,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,13.7,0.0,0.0,22,,1
14646,content_27682a7cd588,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.4,0.0,0.0,8,2950.0,1
14647,content_c71caaca867f,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,812.0,0
14648,content_d45985436bf8,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.3,0.0,0.0,20,2986.0,0
14649,content_e4523496f4e9,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1622.0,0
14650,content_2807a81488ef,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,1.3,0.0,0.0,8,2747.0,0
14651,content_9741e2f85933,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.4,0.0,0.05,20,2476.0,1
14652,content_71af9e9726f3,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.5,0.0,0.08,22,,0
14653,content_d2d0ac92a518,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.8,0.0,0.0,20,3011.0,1
14654,content_ec451307f2c6,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,870.0,0
14655,content_aaa7641512c3,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.8,0.0,0.07,20,,1
14656,content_9f5c10f8d8a6,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,6,3512.0,0
14657,content_c053690e7e3a,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,12.5,0.0,0.0,20,2967.0,1
14658,content_8bacb003a1aa,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.5,0.0,0.0,20,2746.0,1
14659,content_1d4f4025c930,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,3510.0,0
14660,content_afaecdd092fb,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.4,0.0,0.0,20,2886.0,0
14661,content_3a764930904d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,2.5,0.0,0.09,20,2482.0,1
14662,content_0c366aa403d0,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,4173.0,0
14663,content_6752b50ee577,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,2.9,0.0,0.05,15,2729.0,1
14664,content_f9759ccc2bd9,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.1,0.0,0.0,20,3893.0,1
14665,content_b7ab61937a1c,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.0,0.0,0.0,20,3235.0,1
14666,content_66d1531bf8b7,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.0,0.0,0.0,20,763.0,1
14667,content_91f339aee9f5,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.7,0.0,0.0,20,1715.0,1
14668,content_07f879e82acd,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.1,0.0,0.0,20,1563.0,1
14669,content_c135155d7fdc,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,2.0,0.0,0.0,8,2426.0,1
14670,content_37f29d7160dd,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.6,0.0,0.0,8,3491.0,1
14671,content_b2788fc1f072,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1652.0,0
14672,content_3d062d6afaf4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.0,0.0,0.0,20,1135.0,1
14673,content_4c98c5a9a1e3,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,3723.0,0
14674,content_ad89366ef84f,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.8,0.0,0.0,8,2834.0,1
14675,content_39dff4d5959e,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,1.0,0.0,0.0,20,1328.0,0
14676,content_6ebc644a428d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1742.0,0
14677,content_6da57e02084e,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.8,0.0,0.08,7,2619.0,1
14678,content_9d831af6618e,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.3,0.0,0.0,8,2985.0,0
14679,content_f4e210ee0c27,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,1.6,0.0,0.06,20,4395.0,1
14680,content_9a93bff37eb6,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.0,0.0,0.0,8,4017.0,1
14681,content_1c8859f7e657,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.3,0.0,0.0,8,2867.0,0
14682,content_ef55a64d948b,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,3.7,0.0,0.0,20,3448.0,1
14683,content_0167c1c25722,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,11.8,0.0,0.0,28,3972.0,1
14684,content_2e382b137dbe,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,2.0,0.0,0.0,20,3777.0,0
14685,content_47827b95324c,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.1,0.0,0.08,20,3134.0,1
14686,content_238b38150344,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.1,0.0,0.0,8,3412.0,0
14687,content_f9fef40bb6f1,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1043.0,0
14688,content_079ce3eb09e9,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.7,0.0,0.0,20,3787.0,1
14689,content_75add30fc7d7,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,13.7,0.0,0.0,41,1532.0,0
14690,content_8f28fed477d4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,15.0,0.0,0.0,8,4425.0,1
14691,content_fc815a8369f5,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.5,0.0,0.06,7,3009.0,1
14692,content_afc42ff6c1f7,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.7,0.0,0.0,20,3309.0,1
14693,content_ab1982f3a378,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.1,0.0,0.0,20,2910.0,0
14694,content_bb1ac706f47d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,3.0,0.0,0.0,20,3618.0,1
14695,content_595dcb4d74d3,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.1,0.0,0.09,25,2756.0,0
14696,content_b761cc268ceb,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1465.0,0
14697,content_5a1e444ef843,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,12.8,0.0,0.0,20,1550.0,1
14698,content_6c330c18ad36,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.4,0.0,0.0,20,3726.0,0
14699,content_90ebf7385a86,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.4,0.0,0.0,28,3973.0,0
14700,content_fcba4d8896c4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.1,0.0,0.0,8,3347.0,1
14701,content_31b1a77e5fd5,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.4,0.0,0.0,22,,0
14702,content_45a73682ea20,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,6,4070.0,0
14703,content_c7a9e08bd998,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.5,0.0,0.0,22,,0
14704,content_8465813d8915,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.8,0.0,0.0,20,2690.0,1
14705,content_e17c0c9d1009,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,11.3,0.0,0.02,11,2396.0,0
14706,content_6d5a45d455a4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.7,0.0,0.0,20,1029.0,0
14707,content_a3af7b3808c4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,2.8,0.0,0.0,20,,1
14708,content_403268d62db3,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,2.8,0.0,0.0,20,885.0,1
14709,content_d89dd35efad3,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,3793.0,0
14710,content_1e6fd21a49b5,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,6,1356.0,0
14711,content_2e145e80dd08,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,3.3,0.0,0.0,20,2899.0,1
14712,content_1c3104097dbf,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.4,0.0,0.0,20,,1
14713,content_8e27fbb58e4d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,773.0,0
14714,content_6a11fcdbbc2a,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.0,0.0,0.0,20,3179.0,0
14715,content_92564e990ae6,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.1,0.0,0.09,20,3196.0,1
14716,content_e065bb9a28c5,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.0,0.0,0.0,20,5367.0,0
14717,content_827149c213d1,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,6,3664.0,0
14718,content_d9d84ddbde3d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.0,0.0,0.0,8,2812.0,0
14719,content_d0cb539ba7c7,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,12.3,0.0,0.0,20,807.0,1
14720,content_4c919f2e7e1a,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1244.0,0
14721,content_c0b15fff982f,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.4,0.0,0.0,20,3061.0,1
14722,content_de3c2144942e,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.2,0.0,0.0,20,2648.0,1
14723,content_f430b0144820,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.0,0.0,0.0,20,2628.0,1
14724,content_718b2384bae1,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.4,0.0,0.0,8,5040.0,1
14725,content_b25d6a51fdda,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,1.8,0.0,0.0,8,2660.0,0
14726,content_cada5b5879a5,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1898.0,0
14727,content_e7c38fcbfed1,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,757.0,0
14728,content_646483666d1d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.7,0.0,0.05,20,3211.0,0
14729,content_150e0d6cced4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,6,1443.0,0
14730,content_ec18f2963a55,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.5,0.0,0.0,28,2963.0,0
14731,content_b2cae4979710,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.1,0.0,0.0,20,854.0,1
14732,content_0af426466565,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,3.6,0.0,0.0,8,2494.0,1
14733,content_d84b94d40afd,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.3,0.0,0.0,20,2758.0,1
14734,content_26e3cffa1514,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.8,0.0,0.0,20,762.0,1
14735,content_17ef23a45359,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.8,0.0,0.0,8,2598.0,1
14736,content_51c811e2afe9,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.8,0.0,0.0,20,3634.0,0
14737,content_e46f4ebd9fe9,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.8,0.0,0.0,20,4178.0,1
14738,content_9f5db1216687,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,742.0,0
14739,content_e66c825e3e76,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.0,0.0,0.0,20,1400.0,0
14740,content_0cb652bd058e,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.1,0.0,0.0,20,2503.0,0
14741,content_75f4c47e158f,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.1,0.0,0.0,8,2943.0,1
14742,content_a2ede209078e,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.3,0.0,0.0,20,2741.0,1
14743,content_e8a932aa6d75,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.9,0.0,0.0,22,,1
14744,content_d028d97a0f72,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.1,0.0,0.0,20,2396.0,1
14745,content_0be6429051c1,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,14.3,0.0,0.09,20,1331.0,0
14746,content_e62b9c0db6ca,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1520.0,0
14747,content_5e2a1d78391f,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.9,0.0,0.0,20,2471.0,1
14748,content_070d27645460,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.6,0.0,0.0,28,3051.0,1
14749,content_1243ed56b082,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.3,0.0,0.0,20,,1
14750,content_9b32ad9a1acf,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,12.8,0.0,0.0,8,2697.0,1
14751,content_3e10944fc0be,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,12.6,0.0,0.0,28,2984.0,0
14752,content_3310c0c6812d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.7,0.0,0.0,8,2545.0,1
14753,content_37d8a9ef1d81,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.7,0.0,0.07,22,,1
14754,content_2aba71a6403b,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.1,0.0,0.0,8,3049.0,1
14755,content_5f34b6a475a9,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.6,0.0,0.0,8,4619.0,0
14756,content_fe49ee6b87c4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,2.6,0.0,0.0,20,2832.0,0
14757,content_23e3bfe26cba,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.0,0.0,0.0,8,3489.0,0
14758,content_6ef3dcb7be11,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.0,0.0,0.07,7,3162.0,1
14759,content_407ed508bab5,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.3,0.0,0.0,8,2984.0,1
14760,content_8234f295edb1,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.1,0.0,0.0,22,,0
14761,content_b40c9f8c3e06,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.1,0.0,0.0,22,,0
14762,content_cfe48f2c01a0,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.3,0.0,0.0,20,1382.0,0
14763,content_7736378a440f,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.3,0.0,0.0,8,2886.0,1
14764,content_9ef914ef6374,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,3.2,0.0,0.0,20,3769.0,1
14765,content_630570d55adb,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.0,0.0,0.0,20,1371.0,0
14766,content_8c46756b6c80,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,4560.0,0
14767,content_9039226200b4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.1,0.0,0.0,20,1490.0,0
14768,content_41b87d413530,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,4006.0,0
14769,content_3798e7e6c169,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,10.3,0.0,0.0,20,1233.0,0
14770,content_36c98f102a8d,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.7,0.0,0.0,22,,0
14771,content_ba327fc280e4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.0,0.0,0.0,20,3147.0,1
14772,content_68a5aeeed6e4,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,854.0,0
14773,content_7d12e9e7a4a5,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,1406.0,0
14774,content_f9e6e09a7a20,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,8,4393.0,0
14775,content_1225954ced40,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,3.0,0.0,0.0,20,1515.0,0
14776,content_a5e122d6cb97,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,20,5609.0,0
14777,content_f08f8721b328,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,2.7,0.0,0.0,20,752.0,0
14778,content_82781b944369,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,13.6,0.0,0.0,19,3090.0,1
14779,content_b6d36910eb98,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,14.3,0.0,0.0,20,,1
14780,content_99d0844356a5,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,7.7,0.0,0.0,20,3660.0,1
14781,content_fa60b7ab4b35,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,11.6,0.0,0.0,22,,0
14782,content_a337f2ba5701,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,13.6,0.0,0.0,20,2695.0,1
14783,content_fb71a8b97cb9,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.6,0.0,0.0,20,2950.0,1
14784,content_1062e150309f,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,3.1,0.0,0.0,20,2613.0,1
14785,content_659a1e249819,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,5.6,0.0,0.0,19,2750.0,1
14786,content_b67a895188bd,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,4.6,0.0,0.0,20,,1
14787,content_1e11dcfd4405,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.3,0.0,0.0,20,3295.0,0
14788,content_21bc70ade0e1,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,13.4,0.0,0.0,20,3270.0,1
14789,content_2891e2941659,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,9.9,0.0,0.0,8,3728.0,1
14790,content_e37e5781b6e8,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,11.2,0.0,0.0,22,,0
14791,content_4b4e56e3301b,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,13.1,0.0,0.0,8,4030.0,1
14792,content_a02fd47c0dac,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.8,0.0,0.0,8,3033.0,1
14793,content_a6f36e44f79b,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,12.8,0.0,0.0,8,3793.0,1
14794,content_94defa9a6783,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,6.2,0.0,0.0,20,2855.0,1
14795,content_10077833d468,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,14.6,0.0,0.05,11,2735.0,0
14796,content_dbe0f53cac5e,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,0.0,0.0,0.0,6,1472.0,0
14797,content_f6fea6270cfd,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,12.3,0.0,0.0,13,3256.0,1
14798,content_3a1bca6f5842,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,8.9,0.0,0.0,20,3450.0,0
14799,content_2ad130bda1a7,0.44999999999999996,"LOW_ENGAGEMENT,LOW_CTR",MONITOR,3.6,0.0,0.0,20,2494.0,0
